user_id	nickname	sex	age	education_level	constellation	waist_circumference	height	body_type	colour	income	brand	married	pregnant_inhouse	child	child_age	child_sex	car	house	purchase_group	active_level	purchase_type	evaluate_concern	sale_sensitive	purchase_potential	purchase_loyalty	purchase_ability	purchase_credit	food	hotel	tourist	entertainment	first_traffic	second_traffic	
162	YKB4wGmf	0	79	5	7	76	140	1	5	3908	7	1	1	0	23	1	0	1	7	9	4	6	4	5	5	5	7	1010001	010	1111001001	0011100100	1	5	
163	D4PwqHCd	1	55	3	6	38	185	2	10	22884	3	0	1	0	22	0	0	1	5	5	7	3	7	4	6	9	10	1010010	101	1101100001	0001110010	1	2	
164	bFvadIhK	0	38	5	6	59	184	3	5	68116	5	0	0	0	11	0	1	1	1	6	3	4	10	2	7	3	9	0100010	101	1010010101	1001101110	1	2	
165	BRk3MAwe	1	78	1	9	54	184	3	6	82734	4	1	1	0	50	0	0	1	10	7	9	1	7	10	5	3	6	1110111	111	1011110111	1010101000	2	1	
166	d1F5U3TW	0	39	4	12	40	173	2	1	30295	2	1	1	1	16	0	0	0	5	3	7	7	8	10	4	5	1	1111000	001	0101010011	0001011100	6	1	
167	60fwDqX4	0	56	4	6	53	153	1	2	18780	8	1	1	1	18	1	1	1	6	6	5	7	3	3	6	6	9	0101110	110	1010110110	1010010101	5	3	
168	4qpufWn0	0	31	2	7	72	158	3	9	38800	2	0	0	0	23	1	0	1	9	8	6	7	9	4	10	8	9	0110100	001	1100110100	1010000111	5	1	
169	XeAZH4DR	0	57	4	12	62	173	2	3	49155	7	0	0	0	18	0	0	0	8	9	8	6	8	1	9	9	5	1011010	110	0000010110	1000101101	2	4	
170	w6mqi7FN	0	28	5	9	42	146	2	4	65234	6	0	1	0	50	0	0	1	4	7	1	5	5	10	9	6	9	0001101	111	1110010110	1000111100	1	6	
171	d3vg0mKM	1	55	1	7	14	185	3	2	45049	9	1	1	0	26	0	0	1	6	2	9	5	6	10	4	1	5	0100011	111	1110001001	1011110001	2	1	
172	pw9mC1f3	1	58	5	3	11	184	1	3	9651	8	0	0	1	35	1	1	1	5	4	6	1	10	8	10	3	3	0111111	110	0110111011	0011011111	2	5	
173	WyoTHNhj	0	53	2	8	49	176	3	1	47241	6	0	0	1	25	1	1	1	5	10	10	1	2	6	5	2	7	0110111	100	0001101001	1000010111	4	1	
174	YGyxgsj9	0	27	4	9	67	143	1	8	791	4	0	0	0	16	1	1	0	10	4	8	6	8	4	4	7	1	0111010	001	1111011110	0000001010	6	2	
175	A5XHbDP7	1	57	5	7	34	156	1	6	69321	1	1	0	1	18	0	1	0	10	5	4	10	9	4	6	7	9	0000001	110	0000001000	0011101010	2	2	
176	73kQho9y	0	18	2	6	32	142	2	10	14453	9	0	1	0	7	1	1	1	9	10	9	3	7	2	9	1	4	1110100	011	0011011101	1111000001	3	4	
177	LJjuvwrT	0	30	4	3	32	148	3	5	67106	5	1	1	0	22	0	1	0	1	10	3	5	9	1	10	1	10	1010101	101	1010110010	1110111100	3	6	
178	2fEjoM7L	0	42	4	6	77	178	3	1	6086	4	1	0	0	1	0	0	0	8	7	8	3	2	1	5	3	7	0001100	101	0000000101	0011100110	4	5	
179	rvAuzoiO	1	30	1	4	76	196	1	10	31578	6	1	1	1	0	0	0	1	3	6	8	4	2	4	5	9	3	1011010	101	0100001101	1101111101	6	5	
180	AM8yp6g1	0	2	4	12	44	183	3	6	18158	4	1	0	1	19	0	1	1	2	5	5	6	5	2	8	8	5	1111000	000	0010010001	0011011011	4	6	
181	G75LaTIz	1	43	4	2	37	159	3	4	20281	4	1	0	1	20	0	0	0	3	8	3	3	6	10	8	10	3	0111010	011	1011001010	1100111000	5	2	
182	OicJxDk9	1	40	1	6	59	145	2	4	16599	8	0	1	1	20	1	0	1	5	6	8	2	9	6	2	1	7	1001011	100	1101111011	0111111010	2	1	
183	yTf8PGji	0	20	2	3	16	152	2	8	21542	6	0	1	1	46	0	0	0	4	2	5	5	8	10	1	4	7	1011001	111	0010110110	0111010100	2	3	
184	m80w5yhN	1	50	3	10	46	168	3	7	6897	9	0	0	1	39	1	1	0	2	9	5	1	1	9	6	2	7	0111111	011	0111000000	1101100000	1	5	
185	TZdN0mgY	0	31	3	3	45	176	1	9	14823	7	1	0	0	18	0	0	1	4	3	2	2	7	4	7	3	1	0010111	110	0010000000	0001000010	3	2	
186	4v7iuqIm	0	41	1	12	14	181	1	5	68748	6	0	1	1	32	1	1	1	3	8	8	4	4	10	7	9	8	0111100	011	1011011000	1011001110	1	6	
187	YEw7Pyax	0	76	5	6	12	141	3	6	73592	10	0	0	0	7	0	1	1	9	10	7	6	5	10	3	7	10	0001010	010	0111011000	0110111000	4	5	
188	bRnPowVd	0	64	5	6	71	175	3	5	42808	4	0	1	1	9	0	0	1	6	5	3	10	6	5	8	2	4	1100011	011	0010010011	0000010010	4	5	
189	6HJawqrX	1	50	4	5	72	174	2	5	82288	9	1	1	1	43	0	0	1	5	4	6	5	4	5	9	10	9	1011101	100	1110111001	0111110100	3	2	
190	r2oJesSm	1	38	4	1	19	193	3	4	65570	10	1	1	0	35	1	0	0	2	10	3	4	3	9	3	4	2	0001010	000	1100111010	1001010010	6	6	
191	De0yluw1	1	67	3	9	58	140	2	2	15687	2	0	1	0	38	0	1	0	2	3	4	3	10	8	8	6	1	1010001	111	0100110000	1011011110	2	6	
192	dZQsyr7q	1	67	4	8	16	154	2	5	12785	1	0	1	0	10	0	1	0	9	7	1	8	6	10	5	2	10	0110011	010	1010000101	1011001110	1	5	
193	VkdJfpcW	0	77	5	4	20	143	3	7	22168	6	0	0	0	21	1	0	1	10	10	2	5	6	5	1	10	8	0001111	101	1001011111	1101100001	3	5	
194	iR7S1K6L	1	20	3	8	38	164	2	10	33891	5	0	1	1	44	0	0	0	4	9	3	3	3	4	6	2	4	0000010	100	1110001001	1110100010	6	5	
195	cbZdMCar	1	55	4	7	43	187	3	5	22552	3	1	1	0	15	1	1	0	3	10	5	2	2	4	5	10	2	1101110	001	1100001010	0001101101	5	6	
196	VnSizeAN	0	24	5	7	38	186	1	7	47703	5	0	1	0	30	0	0	1	7	5	2	4	5	4	6	3	3	1010111	111	0111000101	1010001010	5	3	
197	Bj9WinC8	1	54	5	1	72	162	3	2	26884	5	1	1	1	8	1	0	0	10	10	1	1	10	9	1	7	9	1001110	100	0011101010	1101110110	5	3	
198	8ADTYXzB	0	57	4	6	17	189	1	9	56555	2	1	0	1	2	1	1	1	10	2	5	6	7	2	4	7	2	1100101	110	0100011110	1110101110	3	3	
199	X5H3iVBD	0	33	2	4	73	195	3	7	74069	5	0	0	0	48	1	1	1	4	10	1	7	1	6	7	2	7	0011001	101	0001110101	1000100000	3	5	
200	PgcC0Q9A	1	43	1	7	63	154	3	5	56883	1	1	1	1	29	0	0	1	7	2	2	2	5	2	4	7	8	1000000	111	1110111101	1100101100	6	2	
201	kciKLzHI	1	80	3	2	58	188	3	8	81136	10	1	1	1	2	0	0	1	4	3	6	9	7	4	9	3	5	1100101	101	1011001101	0110001111	3	5	
202	mjh2pzUS	0	27	4	8	36	172	1	6	40107	1	0	1	1	11	1	1	1	6	4	7	8	10	2	6	5	4	0111101	001	0110011010	1100011101	4	4	
203	fHediSyE	1	72	5	5	51	141	1	3	7682	10	1	1	1	46	1	1	0	3	4	2	10	5	7	6	7	8	1000111	110	1111111001	0001011111	5	4	
204	IP3zZGCX	0	13	1	1	69	200	1	1	36397	8	0	0	0	22	1	1	1	1	6	10	7	4	8	3	9	1	0110110	001	0010000111	0011010111	3	6	
205	aGM1RNf2	0	50	3	6	61	160	1	5	89405	4	1	1	0	41	1	0	0	2	7	1	9	9	8	8	5	9	0111111	100	0010010101	0111111011	6	2	
206	Ignj0ZrD	0	72	2	4	52	140	2	3	55996	7	0	1	1	31	0	0	1	8	5	7	6	4	7	3	4	3	0011001	011	1001001101	1101110010	4	5	
207	QRi80Tzb	1	23	2	7	19	144	3	6	91572	9	0	0	1	40	0	0	1	7	4	6	7	10	6	3	9	6	1110110	101	0111011001	1011010000	6	4	
208	Ml1FWVp4	0	41	3	10	30	152	1	1	52040	3	1	0	1	36	0	1	0	9	5	1	6	1	2	1	8	9	0001100	100	1101011111	1011000110	4	2	
209	2Mu8D3kF	0	38	1	9	21	142	2	1	32618	1	0	0	1	31	0	0	1	5	6	6	2	9	6	4	5	9	1011100	010	0001001001	0001010110	2	3	
210	BSMhauL2	1	66	2	4	39	162	2	4	29333	7	0	0	1	5	1	1	1	6	2	3	2	10	2	3	9	7	0100010	110	1010100000	1001101111	1	1	
211	xfG4qvT6	0	2	3	4	22	142	1	1	41167	10	1	0	0	20	0	1	1	10	9	7	1	2	1	10	1	2	1110000	001	0001110110	1010010111	3	2	
212	zKI4oaG0	1	31	4	10	35	195	2	2	30896	5	0	0	1	15	0	1	1	3	1	1	1	9	8	1	2	2	0010110	111	0010010111	1110010101	5	5	
213	fOxQ8lJA	1	4	2	5	56	164	3	7	21127	9	1	0	0	20	1	1	1	7	3	6	2	7	3	10	7	4	1111111	101	0001011001	0100010100	5	1	
214	sH1K5R3Y	0	21	2	9	62	187	3	1	91367	8	0	1	0	34	0	1	0	10	4	4	10	9	7	9	7	5	1100001	110	0011101011	1100000110	1	1	
215	WwK5nA1x	0	14	3	12	38	198	2	7	77740	5	1	0	1	1	1	1	1	6	2	4	4	1	9	1	4	6	0100011	011	0000010101	1110101110	5	2	
216	mt7jJvSW	1	36	2	4	18	174	1	6	84442	8	0	1	1	43	0	0	0	7	1	9	7	8	3	5	8	4	0111101	101	1001010111	0000000111	4	2	
217	1L0apmP2	1	42	3	5	56	190	1	4	83829	1	0	1	0	5	0	0	1	10	6	7	4	9	1	4	9	3	1101100	110	1101010011	1010101100	1	2	
218	2DnmPH6d	1	44	2	1	59	152	2	3	82201	8	1	0	0	38	1	1	0	5	8	2	7	2	5	4	5	9	1011110	010	0100111110	1100011001	4	1	
219	kx6K1rOR	1	72	1	5	44	170	3	9	36872	2	0	0	1	21	1	1	0	9	3	10	3	4	4	10	3	1	0011110	010	1110000000	0110101100	3	5	
220	mwNvPLn1	1	16	1	3	73	172	1	1	37223	5	0	1	0	5	0	0	0	7	2	1	7	2	2	4	3	2	0010001	100	0010000010	0110011000	3	5	
221	1Hfj3iJP	0	14	1	8	49	186	3	8	9521	1	0	0	1	6	0	1	1	9	6	9	3	4	6	8	10	7	0010101	111	0000100010	1010101011	2	5	
222	WQGOqRnX	0	3	3	5	31	146	2	3	80338	9	0	0	1	29	1	0	0	2	1	6	6	9	5	1	3	9	1110101	110	0001100100	1100110101	3	4	
223	jzJHwuWs	0	48	5	4	33	171	1	2	95117	7	1	1	1	10	1	1	0	8	10	2	1	1	7	6	7	1	0100101	111	0001010110	0110110001	6	4	
224	bQTJf4Vq	1	19	3	11	64	193	2	6	41891	9	1	0	1	33	1	1	0	1	7	9	2	2	5	9	3	2	1100010	111	1111010011	0111100010	3	1	
225	rhJsC3WG	0	30	1	5	28	194	1	6	65771	3	0	0	1	36	1	0	1	1	10	3	10	6	7	4	1	3	1011011	001	0110011001	0001101111	1	5	
226	yMajv3bl	1	69	3	1	58	186	3	4	87809	4	1	0	1	43	0	1	0	1	10	4	8	4	6	2	10	2	0001111	100	1101011110	0011001010	4	2	
227	znXSGBMf	0	71	1	12	41	147	3	10	32058	4	0	1	1	24	1	0	0	8	6	8	4	2	8	7	4	3	0101001	101	0011100001	0111110100	4	4	
228	4aV2Fd3f	0	72	4	10	70	170	3	9	371	7	0	0	0	49	0	0	1	5	1	4	3	6	6	8	10	9	1011100	001	0100110001	1011000111	2	6	
229	dTYR7loI	0	72	2	1	22	177	1	8	69778	1	1	0	1	46	1	0	1	5	2	2	10	2	2	3	10	10	1110000	110	1011010011	1010001010	6	5	
230	9qDZjklO	1	61	5	3	78	191	2	9	31312	6	1	1	0	42	1	0	0	10	5	9	5	7	2	7	5	10	0110001	010	1001110111	1111011100	6	1	
231	Ozv9SMZ1	0	38	4	1	44	161	1	9	92766	5	0	0	0	43	0	0	0	5	4	1	3	2	9	6	2	9	1011100	110	1000001001	1000101011	2	4	
232	wfsMlJoS	0	29	5	5	52	172	2	4	25452	7	1	0	1	45	0	1	1	10	1	1	3	9	10	7	1	8	0111010	110	0011100101	1011011111	1	5	
233	cp7zqU3E	1	2	1	9	36	149	2	8	81413	9	1	1	1	6	0	0	0	9	1	2	8	3	3	4	6	9	1111110	001	1110111110	1100111001	1	4	
234	nxoE4ukt	1	32	3	10	58	152	3	8	42733	5	0	1	0	9	1	0	1	8	10	2	4	2	2	1	8	10	0100001	001	1101011111	1111010110	5	5	
235	Vm8BpF3L	0	1	4	2	53	193	3	3	90007	8	1	1	0	39	1	0	1	6	7	9	6	8	4	4	5	4	1000010	010	0010010001	1110011101	2	4	
236	OxXDKZa0	1	21	2	12	37	190	1	5	81041	10	1	1	1	25	1	1	1	4	3	2	6	8	8	6	1	4	0001110	110	1001010011	1000001110	5	4	
237	yivCDk9K	1	30	5	5	54	195	1	4	20373	3	1	0	1	3	1	1	1	9	6	5	1	1	6	4	5	1	1110100	010	0110101010	0010100001	4	3	
238	xLtdoRPw	1	62	4	6	18	153	3	3	34948	4	0	0	0	3	0	1	1	6	1	7	1	8	7	4	1	5	1111000	000	1000110010	0101001100	6	4	
239	KlLFMPuT	0	55	4	8	29	158	1	9	98061	6	1	1	0	11	0	0	1	3	4	2	2	7	9	10	10	9	0111001	000	1001101010	0111111011	4	4	
240	LRQMuVIf	1	7	2	3	71	196	3	10	16537	2	1	0	0	23	0	0	1	8	10	2	1	3	7	7	3	3	0111011	010	1100110010	1001011111	1	2	
241	qRvkzeXM	1	59	1	6	26	162	1	7	87076	8	1	1	1	6	0	1	1	2	2	4	9	2	9	3	9	10	0010100	000	1001100111	1110001110	2	6	
242	YGWVB4sv	0	45	2	1	47	195	3	5	24818	7	1	0	1	40	0	0	1	5	1	8	9	7	5	3	5	4	1110001	011	1101110001	1011110111	1	4	
243	Ce17h3jQ	0	68	3	7	18	149	3	4	72027	6	1	1	1	20	0	1	1	5	1	8	7	10	1	6	4	4	1100110	110	1101011110	0111001101	1	5	
244	KrLRQH6Y	0	46	1	11	58	169	2	1	37166	6	1	1	1	27	1	0	1	8	5	6	4	6	5	4	6	4	0111110	001	1011110110	1111101110	3	6	
245	fAR2sjEM	1	8	4	8	48	151	1	6	17108	8	0	0	1	39	1	0	0	2	2	3	3	8	5	3	4	3	1000110	011	0000000101	1111111011	2	4	
246	5yqASMIp	1	38	1	10	24	175	1	5	46107	5	0	0	0	37	1	1	0	8	3	8	10	7	8	5	4	10	1111101	100	1001010011	1101001110	2	2	
247	aE6WDUvb	0	1	1	2	55	187	3	4	72304	8	0	0	1	46	1	1	1	10	2	5	1	9	3	6	6	2	0011000	111	1100010000	1110001111	4	2	
248	kse4jrli	1	5	5	2	33	193	3	8	47278	8	0	1	0	5	0	1	1	5	10	1	9	4	1	8	9	3	0101110	101	1101110110	0010100001	4	1	
249	mCf82FQ5	1	42	2	11	80	145	1	9	60283	9	0	1	0	22	1	1	0	9	9	7	7	2	5	7	9	5	1110000	101	0001111010	0010110111	5	2	
250	SpxRNv7A	1	36	2	2	69	146	1	7	83535	10	1	1	0	14	0	1	1	10	9	2	5	5	1	4	8	10	1101011	111	1011001101	1010111100	1	6	
251	NVXaCj7z	0	13	2	4	79	197	2	9	54617	1	1	0	0	49	1	1	1	10	9	7	8	3	2	8	7	7	0101001	110	1010101000	0111010101	2	4	
252	SBqaxybl	1	15	5	4	24	187	2	7	32637	2	1	1	0	33	0	0	0	8	3	9	10	1	6	7	6	3	0010010	001	0110110000	1010100110	5	1	
253	zPTK6lO3	1	68	2	12	28	172	3	7	19429	2	0	1	0	16	0	1	0	8	10	5	10	10	10	2	2	3	1000000	011	0100010110	0011111001	4	2	
254	w70rMk51	1	70	5	12	11	176	3	4	11758	2	1	1	0	8	1	0	0	3	5	3	9	10	9	8	6	8	0101011	111	1010001101	0110001110	2	2	
255	L0ef9T1u	0	46	4	7	31	191	3	9	21350	2	1	0	1	19	0	0	0	8	2	7	4	3	2	2	4	5	0010000	001	1111001011	1010010101	2	5	
256	xkESvtXU	1	79	3	8	40	141	3	2	52841	7	1	0	0	11	1	0	0	3	9	7	4	3	2	10	10	1	1101111	101	1101101010	0010001111	6	5	
257	boY94zNZ	1	15	5	6	35	161	3	3	22952	3	1	1	0	45	0	0	0	8	6	4	3	6	4	3	1	5	1001011	110	1100010100	1110110110	3	4	
258	YasxqCPK	1	28	2	3	23	197	3	9	69438	4	0	1	0	1	0	1	0	9	6	10	10	6	5	4	4	5	1100100	100	0101000101	0111110001	1	2	
259	y6GhwPUB	1	54	5	8	76	196	3	3	14517	7	0	1	1	30	0	0	0	7	1	6	3	9	4	3	7	4	1110101	111	0110110001	1100001100	4	6	
260	Qk3YyshN	1	41	1	11	28	173	2	6	50741	8	0	0	0	16	1	0	1	7	10	6	7	1	1	6	5	2	0100000	101	0110011010	1100110100	5	4	
261	0HljiWUQ	0	7	3	1	33	165	3	9	54903	1	1	1	0	40	1	1	1	3	5	1	7	9	1	9	4	3	0011101	000	0110000011	1101101001	4	3	
262	WzgLb8M5	0	80	3	6	24	143	2	8	23123	4	0	1	0	32	0	1	0	9	7	7	9	10	2	6	9	3	1111101	100	0001101000	1111000100	1	4	
263	Ru9TI1vQ	0	77	3	2	56	164	2	1	4025	2	1	1	1	50	0	1	0	10	9	6	10	7	4	1	2	6	0111010	111	1100111100	1000100110	6	1	
264	ZKirTymg	1	26	1	2	52	185	1	10	5407	10	0	1	0	26	1	0	0	3	5	4	9	10	1	8	5	7	1000100	010	0001101011	1101111110	6	2	
265	Iu8b7zDC	0	10	2	5	53	148	1	3	1610	10	1	0	1	30	0	0	0	9	6	7	2	9	5	2	9	2	1010101	010	1101110101	1010000001	4	6	
266	sMV8PkNK	1	60	2	5	80	198	1	10	74447	8	1	1	1	33	1	1	1	10	7	10	7	4	5	2	8	3	1010110	100	0101110011	0101011110	1	2	
267	6U20EwtR	1	71	1	7	67	193	2	5	79922	6	1	0	1	34	0	0	1	5	3	9	10	2	6	2	10	1	1011011	101	1000011010	0000001100	6	6	
268	PDYC9g8l	1	6	4	5	17	177	3	10	50035	2	1	0	1	31	1	1	1	7	3	1	7	3	4	4	4	9	0011011	001	0011101001	0101110010	6	2	
269	jaRzmbZu	0	20	5	4	29	171	3	2	52824	9	1	0	0	13	1	1	1	4	10	6	8	4	1	10	9	6	0000101	110	1011000110	0101110001	2	2	
270	7iSgrEap	0	60	2	1	29	156	3	8	83430	4	0	0	1	24	0	1	0	8	10	7	8	9	4	6	7	9	1100001	000	1010011101	0110000001	5	3	
271	9fdFaRMj	1	65	2	4	56	144	2	5	9233	2	0	0	1	50	0	0	0	1	3	5	6	8	1	9	9	3	0000100	100	0000111010	0011011110	5	3	
272	YPuCUvmy	1	80	3	4	31	197	2	3	99582	9	0	0	1	18	0	1	1	4	1	7	7	6	2	9	10	2	0100110	111	1111100001	0111101101	4	1	
273	5gdSQAuG	1	11	4	4	50	148	2	7	4019	1	1	1	0	32	0	0	1	7	9	6	1	10	1	8	1	6	1011110	100	0110000100	1101000010	1	3	
274	nkmC8TU1	0	58	1	10	40	151	3	3	45603	7	0	1	1	17	1	0	0	5	1	8	1	2	4	9	4	5	1001101	100	0101111101	0101111101	1	2	
275	wkdWeG34	0	36	3	1	64	163	1	5	44599	8	0	1	0	42	1	1	1	7	7	10	1	8	10	8	1	9	1010001	110	1101010001	0100000010	4	4	
276	zKA273kd	1	6	5	7	61	140	1	5	92172	6	1	1	1	48	0	0	0	4	9	3	2	4	2	5	1	2	1111010	011	1010010110	1110001001	4	6	
277	Ik0TizdX	1	65	2	11	25	158	1	3	67661	7	1	0	1	36	1	0	0	4	8	1	5	9	8	1	6	10	0010000	001	1011011001	0101010111	4	5	
278	uTUtXirh	1	42	5	8	30	188	3	10	94675	6	0	1	1	18	0	1	1	9	10	3	1	5	1	2	9	4	1100011	010	0010010011	1110011100	5	5	
279	GPMV2aSj	0	33	1	12	13	149	3	2	49636	9	0	1	1	23	1	0	0	7	1	10	4	10	1	1	4	4	1011101	011	0000100000	0001110110	4	4	
280	15bBjkqe	1	34	1	3	74	188	3	5	99277	9	1	1	1	29	0	1	1	9	2	7	10	6	9	4	5	4	0001100	011	0111110100	0111001111	3	5	
281	qJBQ3frG	0	33	2	9	15	196	3	2	1377	9	0	0	0	47	0	0	1	6	2	8	9	1	10	4	4	1	1110100	011	0110110010	1001011100	6	5	
282	Rdy4hfWM	0	48	4	5	23	195	1	6	41802	8	1	1	0	37	1	1	0	4	8	1	5	5	6	1	1	9	0001010	101	1100011110	0100011101	3	6	
283	dvtDaogE	1	31	4	4	16	155	3	5	38646	5	1	0	0	43	1	0	1	8	10	3	5	4	9	7	4	4	0101011	001	1010011000	0111100011	3	2	
284	EZufAxLw	0	47	1	11	32	170	2	1	88756	7	1	0	0	24	1	1	0	3	10	6	2	9	6	8	4	6	1100001	111	0010001100	1111110001	5	1	
285	sBXdltrY	0	2	4	12	50	175	2	9	51506	6	1	1	0	9	0	0	0	8	6	10	3	8	3	9	6	9	0001000	010	1101000110	1000111001	6	4	
286	WxlmdYFw	0	29	1	10	72	182	2	7	23554	1	1	1	1	21	0	0	0	4	9	5	5	9	2	9	5	8	1110011	010	1010010011	0011100000	2	1	
287	2NTysZHU	0	11	4	9	54	183	3	1	72770	7	0	1	1	36	0	1	1	1	9	5	9	10	1	5	3	5	0110011	111	0100111110	1011111011	1	1	
288	5b6HYniq	1	73	1	10	65	196	3	3	72007	10	1	0	0	4	0	1	1	2	8	8	1	5	2	3	3	5	0101111	010	0101100111	0000001110	6	6	
289	F53ZPpJ7	0	80	1	12	28	193	1	1	22716	4	0	1	0	50	1	0	1	8	6	1	3	6	5	4	7	2	1111111	111	0011100000	0011010011	1	5	
290	Jf60zuTA	1	68	2	3	46	153	3	3	88798	3	1	0	0	38	0	0	0	8	10	2	8	5	10	1	5	10	1100000	110	1001001100	0010001010	2	6	
291	GeMEHpAK	0	9	1	9	70	189	1	9	56259	2	0	1	1	25	1	0	0	4	8	10	5	2	9	4	1	8	0000010	010	1110111001	1001011100	5	2	
292	xEgh9J3N	1	55	1	10	37	179	1	3	95326	8	1	1	0	12	1	1	1	1	5	9	2	8	2	10	4	3	1010011	101	1100011111	0000010111	5	1	
293	VQnCyIpR	1	35	4	7	68	193	3	3	5617	5	0	1	1	0	1	1	1	9	4	10	7	1	6	10	2	1	1101101	101	1000011010	0110110010	6	5	
294	nVkrev9p	0	40	1	9	69	178	2	8	20924	1	1	0	1	3	0	0	1	4	9	2	5	10	8	7	6	10	1001000	101	1101100001	1111011010	1	5	
295	f2l8yoYe	0	46	5	7	64	175	1	2	81621	9	0	1	1	25	1	0	0	2	10	7	3	7	2	2	4	10	0011010	100	0101101001	0001001000	4	5	
296	bpTlq26D	1	74	5	2	51	190	3	4	44015	2	0	0	0	31	0	0	0	3	9	7	5	7	3	8	4	9	0111010	110	0100101101	1011101000	5	6	
297	yNV6bwhg	1	39	1	4	22	197	1	9	92901	6	1	1	0	10	1	0	1	3	4	7	9	8	10	1	7	3	0000001	110	0000010010	1101000010	5	1	
298	QX3xMZNU	0	62	2	3	68	147	2	1	95140	3	1	1	1	39	1	1	1	7	2	6	4	8	7	6	3	7	0000001	100	0111000000	1101110101	5	4	
299	jE5upOxs	1	60	5	7	58	200	3	7	20485	2	0	0	1	29	1	1	1	2	5	6	4	2	7	3	3	9	1100110	100	1110110111	1010001001	5	5	
300	luJHXs8P	1	12	3	11	56	144	2	10	47060	7	1	1	1	24	0	0	0	6	5	7	3	7	1	3	7	1	0010111	010	0011101001	0010011000	1	4	
301	k0XwA6UG	1	70	5	3	36	196	3	3	71063	7	0	1	0	14	0	0	0	1	5	4	4	6	2	10	6	9	0011111	101	1101111101	1011001000	4	6	
302	2wJtBPsX	0	66	1	12	41	151	3	6	32094	10	0	1	1	18	1	1	0	5	9	7	4	9	3	3	7	4	0101001	101	1110011111	0101011011	1	3	
303	U38tZscC	1	69	2	7	73	170	1	6	78671	10	0	0	0	11	1	1	0	4	8	2	9	7	4	5	1	4	1010100	111	0110110111	1110111000	5	6	
304	SHfrobQX	1	63	3	12	49	192	3	8	51577	9	1	0	1	30	0	1	0	6	4	6	7	2	10	1	6	4	1101111	111	0110001000	0100100110	3	2	
305	Clm3XdyD	0	39	4	3	15	174	3	10	52034	5	1	1	1	32	0	1	1	7	4	5	7	1	10	4	8	6	0010100	010	0011111111	0110100111	3	5	
306	CTZ4z9po	0	36	4	11	48	157	1	2	28937	7	1	0	1	38	0	0	1	9	10	4	6	8	2	4	10	1	1000100	011	1110010101	1111010111	5	5	
307	3Hutg6io	0	14	2	12	49	187	1	2	31082	2	1	0	0	10	0	0	1	2	1	5	5	4	6	6	7	2	1111110	000	0100110011	0110010100	2	1	
308	U6XwJniz	1	11	2	6	16	195	1	2	83060	8	0	1	1	10	0	0	1	5	9	5	3	8	1	5	2	8	1100101	100	0000000111	0011011100	6	1	
309	Ty5Xzprj	0	28	4	5	58	174	1	5	52116	4	1	1	0	49	1	0	1	9	9	4	2	5	9	2	3	8	0101111	110	0000010100	0000010110	6	1	
310	igRwfnpA	0	29	5	7	71	188	2	6	10033	2	1	1	1	31	0	0	1	10	6	9	3	1	4	10	5	6	0100110	010	1101001011	1010011101	5	4	
311	ucktWi9I	1	62	5	5	53	154	2	6	81366	3	0	0	0	24	1	0	0	6	6	6	10	8	4	1	2	8	1011001	100	1111100111	1001111010	4	6	
312	Sh2io1KY	1	69	2	1	16	189	1	10	65699	1	0	1	1	50	1	0	0	10	3	4	5	1	1	1	8	6	1011010	101	1000000101	0010011001	1	3	
313	kix1fVGS	0	30	5	4	23	191	2	3	27078	6	1	1	0	39	0	0	0	1	9	7	1	4	4	2	8	10	0010000	000	1001001100	1100111011	3	2	
314	u7WAiLBn	1	52	5	1	20	194	3	2	63064	1	1	1	0	40	0	1	1	2	1	6	9	5	4	1	7	6	1101101	000	1001100000	0110110101	3	6	
315	ZWr1V7N0	1	51	1	10	58	187	2	5	86967	8	0	0	1	37	0	0	1	5	10	9	2	9	5	1	2	9	0110111	111	0101010110	1000000111	5	1	
316	wKm6tnA8	0	55	5	12	15	170	2	8	25413	1	1	1	0	37	0	1	0	3	10	6	8	7	8	1	7	1	1000001	100	1000011000	1001100001	1	1	
317	gwWZIard	1	80	4	3	27	170	1	3	55389	8	1	0	1	16	1	0	0	8	9	2	5	7	7	7	7	6	0110111	000	1111111111	0111110111	6	6	
318	uvlCwPAZ	1	58	4	11	22	180	3	9	85610	7	0	1	0	20	1	0	1	9	8	3	4	6	6	4	7	2	0111111	001	1001101111	0100101111	1	4	
319	sFdibgK6	1	35	5	9	74	145	1	6	40729	2	1	0	1	12	1	1	0	10	2	5	6	3	7	6	6	7	1111110	100	1101100001	1100001011	4	5	
320	QSgiqzI3	0	56	5	7	13	197	3	5	17013	8	0	1	0	46	0	0	0	7	2	10	2	6	5	8	1	6	0011101	011	1111001011	0101011101	4	1	
321	qcJU5pfo	0	26	4	3	63	149	1	6	77563	4	1	0	1	29	1	0	1	10	5	9	10	1	3	2	5	6	0001111	111	0010010101	1100010000	1	3	
322	Aw9sSmH7	0	8	1	1	61	179	3	3	79496	1	1	0	0	34	0	0	0	2	6	9	6	2	7	6	4	10	0101101	110	0011001100	0110000100	2	1	
323	4hLpnRyS	0	35	4	8	63	158	1	2	14906	9	0	1	0	29	1	1	0	2	5	10	5	4	9	10	8	4	1000101	110	1101101000	0111000001	5	3	
324	m9IKCONq	1	45	3	2	40	178	3	5	46547	2	1	1	0	4	0	0	0	6	7	5	6	8	2	3	1	10	1010000	110	1100001000	0010100010	4	3	
